accuracy,loss,val_accuracy,val_loss,learning_rate
0.7870526313781738,4.234266757965088,0.8390293121337891,3.6293673515319824,9.999999747378752e-05
0.8551002144813538,3.211203098297119,0.8508386015892029,2.900285482406616,9.999999747378752e-05
0.8728773593902588,2.557018518447876,0.8565395474433899,2.38838267326355,9.999999747378752e-05
0.8824466466903687,2.0975048542022705,0.8443027138710022,2.019226312637329,9.999999747378752e-05
0.8886522054672241,1.7680343389511108,0.8134561777114868,1.9226773977279663,9.999999747378752e-05
0.8942701816558838,1.522441029548645,0.8646703958511353,1.5352599620819092,9.999999747378752e-05
0.9009937047958374,1.3315895795822144,0.8855491876602173,1.305492877960205,9.999999747378752e-05
0.9054738879203796,1.1870110034942627,0.890134871006012,1.1719940900802612,9.999999747378752e-05
0.9090442061424255,1.0702036619186401,0.889997124671936,1.0869581699371338,9.999999747378752e-05
0.9125124216079712,0.9753818511962891,0.8933906555175781,1.0041099786758423,9.999999747378752e-05
0.9147576689720154,0.8992637395858765,0.8910521864891052,0.942190945148468,9.999999747378752e-05
0.9171978235244751,0.8353330492973328,0.8788132667541504,0.9408985376358032,9.999999747378752e-05
0.9202174544334412,0.7779094576835632,0.8952906131744385,0.8436541557312012,9.999999747378752e-05
0.9225883483886719,0.7285316586494446,0.8983537554740906,0.7902579307556152,9.999999747378752e-05
0.9246336221694946,0.6869928240776062,0.8964645266532898,0.7819444537162781,9.999999747378752e-05
0.9283009171485901,0.6460650563240051,0.8951125144958496,0.7491597533226013,9.999999747378752e-05
0.9287302494049072,0.617852509021759,0.8987857103347778,0.7086402177810669,9.999999747378752e-05
0.9290902614593506,0.5918578505516052,0.8979324698448181,0.6955294609069824,9.999999747378752e-05
0.9326450228691101,0.5584860444068909,0.8941761255264282,0.6973991990089417,9.999999747378752e-05
0.9338266253471375,0.5371020436286926,0.898357629776001,0.6658459305763245,9.999999747378752e-05
0.9314631819725037,0.5282716155052185,0.8960700631141663,0.6752611994743347,9.999999747378752e-05
0.936907172203064,0.4948209226131439,0.8979496955871582,0.628369927406311,9.999999747378752e-05
0.9402296543121338,0.46804600954055786,0.8888216614723206,0.6477304697036743,9.999999747378752e-05
0.9391403794288635,0.45836585760116577,0.8942731618881226,0.6361153721809387,9.999999747378752e-05
0.940071702003479,0.44336947798728943,0.8929432034492493,0.6005358695983887,9.999999747378752e-05
0.942460834980011,0.42464184761047363,0.8989742398262024,0.5932419300079346,9.999999747378752e-05
0.9416492581367493,0.41653603315353394,0.8979316353797913,0.5813755989074707,9.999999747378752e-05
0.9429170489311218,0.4043554961681366,0.895002543926239,0.5934448838233948,9.999999747378752e-05
0.9432997703552246,0.3924710154533386,0.8942580223083496,0.6101173162460327,9.999999747378752e-05
0.9423327445983887,0.38961949944496155,0.8991785645484924,0.5614712834358215,9.999999747378752e-05
0.945777416229248,0.3719712197780609,0.8932964205741882,0.5948397517204285,9.999999747378752e-05
0.9439753890037537,0.3714619576931,0.890768826007843,0.5728734731674194,9.999999747378752e-05
0.9457898139953613,0.3591834008693695,0.8958745002746582,0.5703229308128357,9.999999747378752e-05
0.9524825811386108,0.3336164951324463,0.8981211185455322,0.5500646829605103,4.999999873689376e-05
0.9553239941596985,0.31934109330177307,0.9029751420021057,0.5340092778205872,4.999999873689376e-05
0.9566630721092224,0.3100486993789673,0.9021785855293274,0.5312533378601074,4.999999873689376e-05
0.9569583535194397,0.3037280738353729,0.902182936668396,0.5423856973648071,4.999999873689376e-05
0.9569562673568726,0.2991368770599365,0.9040806889533997,0.5431398153305054,4.999999873689376e-05
0.9573423862457275,0.2931387424468994,0.9026687741279602,0.5430969595909119,4.999999873689376e-05
0.9596899151802063,0.2837214767932892,0.9025775790214539,0.5403302907943726,2.499999936844688e-05
0.9602480530738831,0.2797764837741852,0.9033889174461365,0.5436242818832397,2.499999936844688e-05
0.9610121250152588,0.2750030755996704,0.9033811092376709,0.5475675463676453,2.499999936844688e-05
0.9620960354804993,0.27014926075935364,0.9038232564926147,0.5533859729766846,1.249999968422344e-05
0.9624490141868591,0.26800698041915894,0.9041290879249573,0.5503356456756592,1.249999968422344e-05
0.9627534747123718,0.26589319109916687,0.9033352136611938,0.5517762303352356,1.249999968422344e-05
0.9630478620529175,0.2638750374317169,0.9036533236503601,0.5583886504173279,6.24999984211172e-06
